Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,Name,City,State Code,State_x,Zip Code,Country_x,Continent,Birthday,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Square Meters
1452016,3,12/22/2018,20181228,1121619,0,1622,1,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso DVD Recorder L200 Black,Contoso,Black,$72.56 ,$219.00 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1452023,1,12/22/2018,20181227,1677794,0,1261,2,USD,Female,Jessica Long,Milwaukee,WI,Wisconsin,53202,United States,North America,10/30/1943,Contoso Multi-Use Terminal Cable E308 White,Contoso,White,$18.86 ,$36.99 ,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,0
1452023,2,12/22/2018,20181227,1677794,0,1588,4,USD,Female,Jessica Long,Milwaukee,WI,Wisconsin,53202,United States,North America,10/30/1943,SV DVD 58 DVD Storage Binder M55 Silver,Southridge Video,Silver,$6.39 ,$13.89 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1452023,3,12/22/2018,20181227,1677794,0,66,1,USD,Female,Jessica Long,Milwaukee,WI,Wisconsin,53202,United States,North America,10/30/1943,NT Bluetooth Stereo Headphones E52 Blue,Northwind Traders,Blue,$13.10 ,$25.69 ,106,Bluetooth Headphones,1,Audio,0
1452024,1,12/22/2018,20181225,501476,0,56,2,EUR,Male,Lukas Ritter,Lüdenscheid Brügge,NW,Nordrhein-Westfalen,58515,Germany,Europe,9/20/1995,WWI 4GB Video Recording Pen X200 Yellow,Wide World Importers,Yellow,$98.07 ,$296.00 ,104,Recording Pen,1,Audio,0
1452024,2,12/22/2018,20181225,501476,0,1163,7,EUR,Male,Lukas Ritter,Lüdenscheid Brügge,NW,Nordrhein-Westfalen,58515,Germany,Europe,9/20/1995,Fabrikam Business Videographer 2/3'' 17mm M280 Black,Fabrikam,Black,$390.88 ,$850.00 ,405,Camcorders,4,Cameras and camcorders,0
1452024,3,12/22/2018,20181225,501476,0,441,5,EUR,Male,Lukas Ritter,Lüdenscheid Brügge,NW,Nordrhein-Westfalen,58515,Germany,Europe,9/20/1995,WWI Desktop PC1.80 E1800 Brown,Wide World Importers,Brown,$117.21 ,$229.90 ,303,Desktops,3,Computers,0
1452024,4,12/22/2018,20181225,501476,0,1690,8,EUR,Male,Lukas Ritter,Lüdenscheid Brügge,NW,Nordrhein-Westfalen,58515,Germany,Europe,9/20/1995,SV Hand Games for Office worker L28 Yellow,Southridge Video,Yellow,$5.63 ,$16.99 ,701,Boxed Games,7,Games and Toys,0
1452025,1,12/22/2018,20181227,1351308,0,1462,2,USD,Female,Linda Becker,Cecelia,LA,Louisiana,70521,United States,North America,12/13/1977,Contoso Touch Screen Phones 4-Wire/ Built-in M205 Black,Contoso,Black,$123.24 ,$268.00 ,503,Touch Screen Phones,5,Cell phones,0
1452026,1,12/22/2018,20181231,362234,0,1447,1,CAD,Female,Audrey Felice,Terrace,BC,British Columbia,V8G 1S2,Canada,North America,3/25/1976,The Phone Company Touch Screen Phones SAW/Built-in M801 Gold,The Phone Company,Gold,$137.50 ,$299.00 ,503,Touch Screen Phones,5,Cell phones,0
1452027,1,12/22/2018,20181225,1068220,0,1066,3,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,A. Datum SLR Camera M140 Pink,A. Datum,Pink,$143.48 ,$312.00 ,402,Digital SLR Cameras,4,Cameras and camcorders,0
1452030,1,12/22/2018,20181223,988194,0,1349,3,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso Single-line phones E10 White,Contoso,White,$5.09 ,$9.99 ,501,Home & Office Phones,5,Cell phones,0
1452032,1,12/22/2018,20181230,751036,0,1,10,EUR,Female,Delma Mancini,Loreto,AN,Ancona,60025,Italy,Europe,3/3/1938,Contoso 512MB MP3 Player E51 Silver,Contoso,Silver,$6.62 ,$12.99 ,101,MP4&MP3,1,Audio,0
1452032,3,12/22/2018,20181230,751036,0,1987,2,EUR,Female,Delma Mancini,Loreto,AN,Ancona,60025,Italy,Europe,3/3/1938,Fabrikam Microwave 0.9CuFt E0900 White,Fabrikam,White,$50.98 ,$99.99 ,803,Microwaves,8,Home Appliances,0
1452047,1,12/22/2018,20181226,1367760,0,168,3,USD,Female,Krista Lesser,Duluth,GA,Georgia,30097,United States,North America,7/26/1959,SV 16xDVD M310 Black,Southridge Video,Black,$59.32 ,$129.00 ,202,VCD & DVD,2,TV and Video,0
1452056,1,12/22/2018,20181227,1711599,0,107,3,USD,Male,Basil Noyes,Burbank,CA,California,91505,United States,North America,10/19/1939,WWI Stereo Bluetooth Headphones New Generation M370 White,Wide World Importers,White,$61.16 ,$132.99 ,106,Bluetooth Headphones,1,Audio,0
1452056,2,12/22/2018,20181227,1711599,0,2043,1,USD,Male,Basil Noyes,Burbank,CA,California,91505,United States,North America,10/19/1939,Litware Microwave 1.5CuFt X110 Black,Litware,Black,$220.64 ,$665.94 ,803,Microwaves,8,Home Appliances,0
1452056,3,12/22/2018,20181227,1711599,0,2115,1,USD,Male,Basil Noyes,Burbank,CA,California,91505,United States,North America,10/19/1939,Contoso Water Heater 4.3GPM M1250 Yellow,Contoso,Yellow,$403.53 ,$877.50 ,804,Water Heaters,8,Home Appliances,0
1452060,1,12/22/2018,20181225,993077,0,1524,1,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,The Phone Company PDA Phone 3.7 inches M340 Black,The Phone Company,Black,$151.76 ,$330.00 ,504,Smart phones & PDAs,5,Cell phones,0
1452060,2,12/22/2018,20181225,993077,0,917,4,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,SV 500GB USB 2.0 Portable External Hard Drive X405 White,Southridge Video,White,$59.31 ,$179.00 ,308,Computers Accessories,3,Computers,0
1452060,3,12/22/2018,20181225,993077,0,1437,2,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,The Phone Company Finger Touch Screen Phones M30 Grey,The Phone Company,Grey,$91.51 ,$199.00 ,503,Touch Screen Phones,5,Cell phones,0
1452066,1,12/22/2018,20181225,581789,0,390,5,EUR,Male,Patrick Sankt,Ringstedt,NI,Niedersachsen,27624,Germany,Europe,11/12/1998,WWI Laptop19W X0196 Black,Wide World Importers,Black,$430.38 ,"$1,299.00 ",301,Laptops,3,Computers,0
1452066,2,12/22/2018,20181225,581789,0,470,8,EUR,Male,Patrick Sankt,Ringstedt,NI,Niedersachsen,27624,Germany,Europe,11/12/1998,Proseware LCD17W E202 Black,Proseware,Black,$65.77 ,$129.00 ,304,Monitors,3,Computers,0
1452067,1,12/22/2018,20181226,2067035,0,2095,3,USD,Female,Helene Pedersen,Salt Lake City,UT,Utah,84116,United States,North America,6/6/2001,Contoso Water Heater 7.2GPM X1800 Green,Contoso,Green,$488.70 ,"$1,475.00 ",804,Water Heaters,8,Home Appliances,0
1452067,2,12/22/2018,20181226,2067035,0,1620,2,USD,Female,Helene Pedersen,Salt Lake City,UT,Utah,84116,United States,North America,6/6/2001,Contoso DVD Player M140 Gold,Contoso,Gold,$28.05 ,$60.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1452071,1,12/22/2018,20181225,966543,0,1894,10,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso Washer & Dryer 24in M240 Pink,Contoso,Pink,$836.03 ,"$1,818.00 ",801,Washers & Dryers,8,Home Appliances,0
1452071,2,12/22/2018,20181225,966543,0,1638,2,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso DVD 58 DVD Storage Binder M55 Red,Contoso,Red,$6.39 ,$13.89 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1452079,1,12/22/2018,20181225,1402036,0,1417,5,USD,Male,Rick Dumais,North Greenbush,NY,New York,12180,United States,North America,10/29/1946,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,The Phone Company,Black,$123.24 ,$268.00 ,503,Touch Screen Phones,5,Cell phones,0
1452079,2,12/22/2018,20181225,1402036,0,1412,1,USD,Male,Rick Dumais,North Greenbush,NY,New York,12180,United States,North America,10/29/1946,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,The Phone Company,Black,$132.90 ,$289.00 ,503,Touch Screen Phones,5,Cell phones,0
1452082,1,12/22/2018,20181227,700619,0,1665,1,EUR,Male,Flaviano Castiglione,Brazzolo,FE,Ferrara,44035,Italy,Europe,2/28/1945,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Yellow,$2.54 ,$4.99 ,701,Boxed Games,7,Games and Toys,0
1452089,1,12/22/2018,20181223,1549951,0,1652,5,USD,Male,Donald Brown,Schiller Park,IL,Illinois,60176,United States,North America,11/14/1993,Contoso DVD 12-Inch Player Portable M400 Silver,Contoso,Silver,$82.77 ,$179.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1452089,2,12/22/2018,20181223,1549951,0,2087,2,USD,Male,Donald Brown,Schiller Park,IL,Illinois,60176,United States,North America,11/14/1993,Contoso Water Heater 4.0GPM M1250 White,Contoso,White,$363.75 ,$791.00 ,804,Water Heaters,8,Home Appliances,0
1453000,1,12/23/2018,20181231,1559342,0,1752,3,USD,Female,India Balcom,Tharp,TX,Texas,79009,United States,North America,1/1/1962,MGS Flight Simulator 2002 M360,Tailspin Toys,Pink,$40.93 ,$89.00 ,702,Download Games,7,Games and Toys,0
1453006,1,12/23/2018,20181227,1931400,0,1435,6,USD,Male,Alex Dodge,Hays,KS,Kansas,67601,United States,North America,9/21/1945,The Phone Company Touch Screen Phones SAW/On-wall M806 Grey,The Phone Company,Grey,$134.74 ,$293.00 ,503,Touch Screen Phones,5,Cell phones,0
1453009,1,12/23/2018,20181227,416421,0,1532,1,EUR,Female,Juliane Wexler,Loitzendorf,BY,Freistaat Bayern,94359,Germany,Europe,7/26/1996,The Phone Company PDA Palm 3.5 inch M810 Black,The Phone Company,Black,$128.76 ,$280.00 ,504,Smart phones & PDAs,5,Cell phones,0
1454004,1,12/24/2018,20190102,515527,0,1190,1,EUR,Female,Doreen Propst,Brodersby,SH,Schleswig-Holstein,24398,Germany,Europe,11/23/1992,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange",Fabrikam,Orange,$84.12 ,$165.00 ,405,Camcorders,4,Cameras and camcorders,0
1454004,2,12/24/2018,20190102,515527,0,205,3,EUR,Female,Doreen Propst,Brodersby,SH,Schleswig-Holstein,24398,Germany,Europe,11/23/1992,Litware Home Theater System 5.1 Channel M514 Black,Litware,Black,$275.46 ,$599.00 ,203,Home Theater System,2,TV and Video,0
1454016,1,12/24/2018,20181228,1065072,0,605,2,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso Screen 125in M250 Silver,Contoso,Silver,$152.08 ,$459.00 ,305,Projectors & Screens,3,Computers,0
1454016,2,12/24/2018,20181228,1065072,0,1637,2,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso DVD 48 DVD Storage Binder M50 Red,Contoso,Red,$8.27 ,$17.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1454016,3,12/24/2018,20181228,1065072,0,97,1,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Green,$34.36 ,$67.40 ,106,Bluetooth Headphones,1,Audio,0
1454016,4,12/24/2018,20181228,1065072,0,1770,3,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,MGS Age of Empires III: The Asian Dynasties 2008 E126,Tailspin Toys,White,$17.33 ,$34.00 ,702,Download Games,7,Games and Toys,0
1454020,1,12/24/2018,20181229,567932,0,1632,1,EUR,Male,Marcel Dresner,Aschenhausen,TH,Freistaat Thüringen,98634,Germany,Europe,11/4/2000,Contoso DVD 48 DVD Storage Binder M50 Silver,Contoso,Silver,$8.27 ,$17.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1454020,2,12/24/2018,20181229,567932,0,137,7,EUR,Male,Marcel Dresner,Aschenhausen,TH,Freistaat Thüringen,98634,Germany,Europe,11/4/2000,"Adventure Works 32"" LCD HDTV M130 Silver",Adventure Works,Silver,$229.93 ,$499.99 ,201,Televisions,2,TV and Video,0
1454021,1,12/24/2018,20181225,1078416,0,1638,2,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso DVD 58 DVD Storage Binder M55 Red,Contoso,Red,$6.39 ,$13.89 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1454029,1,12/24/2018,20181229,1422903,0,1980,2,USD,Male,Enrique Parker,Spokane,WA,Washington,99205,United States,North America,11/11/1942,Litware Refrigerator 1.7CuFt E120 Orange,Litware,Orange,$66.27 ,$129.99 ,802,Refrigerators,8,Home Appliances,0
1454029,2,12/24/2018,20181229,1422903,0,2375,1,USD,Male,Enrique Parker,Spokane,WA,Washington,99205,United States,North America,11/11/1942,Contoso Air conditioner 5200BTU E0100 Grey,Contoso,Grey,$56.08 ,$109.99 ,807,Air Conditioners,8,Home Appliances,0
1454029,3,12/24/2018,20181229,1422903,0,385,2,USD,Male,Enrique Parker,Spokane,WA,Washington,99205,United States,North America,11/11/1942,Adventure Works Laptop8.9 E0890 Red,Adventure Works,Red,$166.20 ,$326.00 ,301,Laptops,3,Computers,0
1454029,4,12/24/2018,20181229,1422903,0,1436,1,USD,Male,Enrique Parker,Spokane,WA,Washington,99205,United States,North America,11/11/1942,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey,The Phone Company,Grey,$118.65 ,$258.00 ,503,Touch Screen Phones,5,Cell phones,0
1454037,1,12/24/2018,20181227,1625297,0,1653,4,USD,Male,John McCray,Kittanning,PA,Pennsylvania,16201,United States,North America,11/21/1989,Contoso DVD 7-Inch Player Portable E200 Silver,Contoso,Silver,$56.08 ,$109.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1454037,2,12/24/2018,20181227,1625297,0,1035,6,USD,Male,John McCray,Kittanning,PA,Pennsylvania,16201,United States,North America,11/21/1989,A. Datum Consumer Digital Camera E100 Azure,A. Datum,Azure,$143.26 ,$281.00 ,401,Digital Cameras,4,Cameras and camcorders,0
1454038,1,12/24/2018,20181225,715102,0,1010,3,EUR,Female,Claudia Lo Duca,Piraino,ME,Messina,98060,Italy,Europe,12/23/1946,A. Datum Bridge Digital Camera M300 Orange,A. Datum,Orange,$85.95 ,$186.90 ,401,Digital Cameras,4,Cameras and camcorders,0
1454041,1,12/24/2018,20181230,1583170,0,95,1,USD,Male,Arnold Ross,Floral Park,NY,New York,11001,United States,North America,5/15/1970,WWI Stereo Bluetooth Headphones E1000 Silver,Wide World Importers,Silver,$34.36 ,$67.40 ,106,Bluetooth Headphones,1,Audio,0
1454041,2,12/24/2018,20181230,1583170,0,1932,2,USD,Male,Arnold Ross,Floral Park,NY,New York,11001,United States,North America,5/15/1970,Fabrikam Refrigerator 1.7CuFt E1200 Grey,Fabrikam,Grey,$66.27 ,$129.99 ,802,Refrigerators,8,Home Appliances,0
1455006,1,12/25/2018,20181227,1359024,0,1899,2,USD,Female,Wendy Larson,Memphis,TN,Tennessee,38128,United States,North America,3/27/1988,Fabrikam Refrigerator 9.7CuFt M5600 White,Fabrikam,White,$226.71 ,$493.00 ,802,Refrigerators,8,Home Appliances,0
1455006,2,12/25/2018,20181227,1359024,0,140,3,USD,Female,Wendy Larson,Memphis,TN,Tennessee,38128,United States,North America,3/27/1988,"Adventure Works 32"" LCD HDTV M130 Brown",Adventure Works,Brown,$229.93 ,$499.99 ,201,Televisions,2,TV and Video,0
1455006,3,12/25/2018,20181227,1359024,0,1681,1,USD,Female,Wendy Larson,Memphis,TN,Tennessee,38128,United States,North America,3/27/1988,MGS Hand Games men M300 Silver,Tailspin Toys,Silver,$3.17 ,$6.89 ,701,Boxed Games,7,Games and Toys,0
1455011,1,12/25/2018,20181231,454115,0,1305,8,EUR,Male,Max Schulz,Roßbach,BY,Freistaat Bayern,94439,Germany,Europe,11/22/1967,Contoso Lens Adapter M450 Silver,Contoso,Silver,$31.27 ,$68.00 ,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,0
1455013,1,12/25/2018,20181229,926578,0,1424,5,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,The Phone Company Touch Screen Phones - LCD M12 Black,The Phone Company,Black,$91.97 ,$200.00 ,503,Touch Screen Phones,5,Cell phones,0
1455013,2,12/25/2018,20181229,926578,0,1627,2,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso DVD 48 DVD Storage Binder M50 Black,Contoso,Black,$8.27 ,$17.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1455015,1,12/25/2018,20181227,1874019,0,1803,7,USD,Female,Rosa Adams,Tacoma,WA,Washington,98402,United States,North America,2/25/1968,MGS Combat Flight Simulator 2009 E159,Tailspin Toys,Blue,$16.31 ,$32.00 ,702,Download Games,7,Games and Toys,0
1455019,1,12/25/2018,20190101,1067528,0,239,6,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Litware Home Theater System 5.1 Channel M516 Brown,Litware,Brown,$266.26 ,$579.00 ,203,Home Theater System,2,TV and Video,0
1455019,2,12/25/2018,20190101,1067528,0,110,3,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,WWI Stereo Bluetooth Headphones New Generation M370 Blue,Wide World Importers,Blue,$61.16 ,$132.99 ,106,Bluetooth Headphones,1,Audio,0
1455025,1,12/25/2018,20181230,1364466,0,1427,3,USD,Male,Wilson Stanley,Los Angeles,CA,California,90017,United States,North America,7/4/1991,"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey",The Phone Company,Grey,$105.77 ,$230.00 ,503,Touch Screen Phones,5,Cell phones,0
1455025,2,12/25/2018,20181230,1364466,0,2045,5,USD,Male,Wilson Stanley,Los Angeles,CA,California,90017,United States,North America,7/4/1991,Litware Microwave 1.6CuFt M125 Black,Litware,Black,$82.77 ,$179.99 ,803,Microwaves,8,Home Appliances,0
1455036,1,12/25/2018,20181226,1268744,0,486,1,USD,Female,Judy Hoag,Los Angeles,CA,California,90071,United States,North America,7/21/1974,Proseware CRT19 E201 White,Proseware,White,$35.18 ,$69.00 ,304,Monitors,3,Computers,0
1455036,2,12/25/2018,20181226,1268744,0,468,2,USD,Female,Judy Hoag,Los Angeles,CA,California,90071,United States,North America,7/21/1974,Proseware LCD19W M100 Black,Proseware,Black,$82.32 ,$179.00 ,304,Monitors,3,Computers,0
1455036,3,12/25/2018,20181226,1268744,0,60,3,USD,Female,Judy Hoag,Los Angeles,CA,California,90071,United States,North America,7/21/1974,WWI 1GB Digital Voice Recorder Pen E100 White,Wide World Importers,White,$79.53 ,$156.00 ,104,Recording Pen,1,Audio,0
1455051,1,12/25/2018,20181231,463114,0,521,7,EUR,Male,Stefan Krueger,Nußloch,BW,Baden-Württemberg,69226,Germany,Europe,2/29/1960,WWI LCD20 M220 Black,Wide World Importers,Black,$119.11 ,$259.00 ,304,Monitors,3,Computers,0
1455051,2,12/25/2018,20181231,463114,0,1301,4,EUR,Male,Stefan Krueger,Nußloch,BW,Baden-Württemberg,69226,Germany,Europe,2/29/1960,Contoso Telephoto Conversion Lens M350 White,Contoso,White,$43.69 ,$95.00 ,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,0
1455051,3,12/25/2018,20181231,463114,0,1691,10,EUR,Male,Stefan Krueger,Nußloch,BW,Baden-Württemberg,69226,Germany,Europe,2/29/1960,SV Hand Games for kids E30 Black,Southridge Video,Black,$2.75 ,$5.39 ,701,Boxed Games,7,Games and Toys,0
1456001,1,12/26/2018,20181230,1623592,0,1655,6,USD,Male,Roger Sharon,Battle Lake,MN,Minnesota,56515,United States,North America,1/18/1966,Contoso DVD 15-Inch Player Portable L200 Silver,Contoso,Silver,$96.08 ,$289.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1456001,2,12/26/2018,20181230,1623592,0,528,3,USD,Male,Roger Sharon,Battle Lake,MN,Minnesota,56515,United States,North America,1/18/1966,WWI LCD24 X300 White,Wide World Importers,White,$271.35 ,$819.00 ,304,Monitors,3,Computers,0
1456001,3,12/26/2018,20181230,1623592,0,486,3,USD,Male,Roger Sharon,Battle Lake,MN,Minnesota,56515,United States,North America,1/18/1966,Proseware CRT19 E201 White,Proseware,White,$35.18 ,$69.00 ,304,Monitors,3,Computers,0
1456012,1,12/26/2018,20181229,418689,0,1762,6,EUR,Female,Yvonne Neumann,Augsburg,BY,Freistaat Bayern,86181,Germany,Europe,7/2/1967,MGS Age of Empires II: The Conquerors Expansion E125,Tailspin Toys,Black,$16.00 ,$31.39 ,702,Download Games,7,Games and Toys,0
1456012,2,12/26/2018,20181229,418689,0,124,1,EUR,Female,Yvonne Neumann,Augsburg,BY,Freistaat Bayern,86181,Germany,Europe,7/2/1967,"Adventure Works 19"" Portable LCD HDTV M110 White",Adventure Works,White,$128.76 ,$279.99 ,201,Televisions,2,TV and Video,0
1456012,3,12/26/2018,20181229,418689,0,421,7,EUR,Female,Yvonne Neumann,Augsburg,BY,Freistaat Bayern,86181,Germany,Europe,7/2/1967,Adventure Works Desktop PC3.0 MS300 Silver,Adventure Works,Silver,$215.68 ,$469.00 ,303,Desktops,3,Computers,0
1456017,1,12/26/2018,20190101,129176,0,563,3,AUD,Female,Sara Semmens,LOCKSLEY,VIC,Victoria,3665,Australia,Australia,2/7/1985,Proseware Projector 1080p LCD86 Silver,Proseware,Silver,$760.38 ,"$2,295.00 ",305,Projectors & Screens,3,Computers,0
1456021,1,12/26/2018,20190103,1789606,0,1612,1,USD,Male,Clifford Whitt,Jackson,KY,Kentucky,41339,United States,North America,1/1/1937,SV DVD 12-Inch Player Portable M400 White,Southridge Video,White,$82.77 ,$179.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1456021,2,12/26/2018,20190103,1789606,0,1742,2,USD,Male,Clifford Whitt,Jackson,KY,Kentucky,41339,United States,North America,1/1/1937,MGS Age of Mythology E118,Tailspin Toys,Pink,$14.28 ,$28.00 ,702,Download Games,7,Games and Toys,0
1456025,1,12/26/2018,20181231,1582685,0,33,1,USD,Female,Sandy Berkey,Bethalto,IL,Illinois,62010,United States,North America,8/17/1996,Contoso 32GB Video MP3 Player M3200 Black,Contoso,Black,$84.49 ,$255.00 ,101,MP4&MP3,1,Audio,0
1456025,3,12/26/2018,20181231,1582685,0,1579,1,USD,Female,Sandy Berkey,Bethalto,IL,Illinois,62010,United States,North America,8/17/1996,SV DVD Recorder L220 White,Southridge Video,White,$72.56 ,$219.00 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1456027,1,12/26/2018,20181228,918741,0,1409,6,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Black",The Phone Company,Black,$195.15 ,$589.00 ,503,Touch Screen Phones,5,Cell phones,0
1456027,2,12/26/2018,20181228,918741,0,2091,2,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,Contoso Water Heater 4.3GPM M1250 Blue,Contoso,Blue,$403.53 ,$877.50 ,804,Water Heaters,8,Home Appliances,0
1456027,3,12/26/2018,20181228,918741,0,525,7,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,WWI LCD17 E200 Black,Wide World Importers,Black,$50.47 ,$99.00 ,304,Monitors,3,Computers,0
1456027,4,12/26/2018,20181228,918741,0,1556,1,GBP,Female,Kerman Desaulniers,Toronto,CA,California,90017,United States,North America,11/11/1943,The Phone Company PDA Wifi 3.5-inch M200 White,The Phone Company,White,$128.76 ,$280.00 ,504,Smart phones & PDAs,5,Cell phones,0
1456028,1,12/26/2018,20181230,675714,0,1687,1,EUR,Male,Martin Grandpré,BONDY,IL,Île-de-France,93140,France,Europe,11/27/1967,SV Hand Games men M30 Yellow,Southridge Video,Yellow,$3.16 ,$6.88 ,701,Boxed Games,7,Games and Toys,0
1456043,1,12/26/2018,20181231,1723530,0,1646,1,USD,Male,Ted Miller,Las Vegas,NV,Nevada,89101,United States,North America,10/5/1966,Contoso DVD 9-Inch Player Portable M300 Black,Contoso,Black,$73.57 ,$159.99 ,602,Movie DVD,6,"Music, Movies and Audio Books",0
1456044,1,12/26/2018,20181231,1328708,0,482,7,USD,Male,Robert Best,La Porte,TX,Texas,77571,United States,North America,6/25/1976,Proseware LCD19W M100 White,Proseware,White,$82.32 ,$179.00 ,304,Monitors,3,Computers,0
1456049,1,12/26/2018,20181229,1715354,0,1473,6,USD,Male,Michael Dahlke,Dierks,AR,Arkansas,71833,United States,North America,4/9/1965,The Phone Company Smart phones 8 GB of Memory M400 Black,The Phone Company,Black,$123.70 ,$269.00 ,504,Smart phones & PDAs,5,Cell phones,0
1456051,1,12/26/2018,20181228,75555,0,778,3,AUD,Female,Molly Crookes,WALKERSTON,QLD,Queensland,4751,Australia,Australia,3/6/1996,Contoso Rechargeable Battery E100 White,Contoso,White,$6.60 ,$12.95 ,308,Computers Accessories,3,Computers,0
1456051,2,12/26/2018,20181228,75555,0,67,1,AUD,Female,Molly Crookes,WALKERSTON,QLD,Queensland,4751,Australia,Australia,3/6/1996,NT Bluetooth Stereo Headphones E52 Black,Northwind Traders,Black,$13.10 ,$25.69 ,106,Bluetooth Headphones,1,Audio,0
1456054,1,12/26/2018,20181229,1266796,0,61,1,USD,Male,Jose Hill,Ontario,CA,California,91762,United States,North America,10/3/2001,WWI 2GB Spy Video Recorder Pen M300 Black,Wide World Importers,Black,$83.24 ,$181.00 ,104,Recording Pen,1,Audio,0
1456055,1,12/26/2018,20181229,1974387,0,2089,2,USD,Female,Uta Baecker,Grand Rapids,MI,Michigan,49503,United States,North America,7/12/1949,Contoso Water Heater 1.5GPM E0800 White,Contoso,White,$131.28 ,$257.50 ,804,Water Heaters,8,Home Appliances,0
1456055,2,12/26/2018,20181229,1974387,0,1520,2,USD,Female,Uta Baecker,Grand Rapids,MI,Michigan,49503,United States,North America,7/12/1949,The Phone Company PDA Wifi 3.5-inch M200 Black,The Phone Company,Black,$128.76 ,$280.00 ,504,Smart phones & PDAs,5,Cell phones,0
1456055,3,12/26/2018,20181229,1974387,0,2101,2,USD,Female,Uta Baecker,Grand Rapids,MI,Michigan,49503,United States,North America,7/12/1949,Contoso Water Heater 4.3GPM M1250 Silver,Contoso,Silver,$403.53 ,$877.50 ,804,Water Heaters,8,Home Appliances,0
1456058,1,12/26/2018,20190101,1765668,0,417,1,USD,Male,William Doherty,Saint Louis,MO,Missouri,63114,United States,North America,7/19/1999,Adventure Works Desktop PC2.30 MD230 Silver,Adventure Works,Silver,$275.46 ,$599.00 ,303,Desktops,3,Computers,0
1456058,2,12/26/2018,20190101,1765668,0,73,2,USD,Male,William Doherty,Saint Louis,MO,Missouri,63114,United States,North America,7/19/1999,NT Wireless Bluetooth Stereo Headphones E102 White,Northwind Traders,White,$22.05 ,$47.95 ,106,Bluetooth Headphones,1,Audio,0
1456058,3,12/26/2018,20190101,1765668,0,180,3,USD,Male,William Doherty,Saint Louis,MO,Missouri,63114,United States,North America,7/19/1999,SV 8xDVD E100 Silver,Southridge Video,Silver,$35.18 ,$69.00 ,202,VCD & DVD,2,TV and Video,0
